bidx,month,mean_mm,sd_mm,p10_mm,p20_mm,p50_mm,n_years
939,4,85.936935,33.960766,49.347755,52.09922,79.26113,21
939,5,52.94254,23.588236,26.07355,31.475834,50.976906,21
939,6,19.866226,21.727701,3.3387191,5.035429,12.220897,21
939,7,15.693019,10.597214,7.041624,7.89805,13.411899,21
939,8,18.941658,14.680717,6.070628,6.2756233,15.386307,21
939,9,68.318665,38.5284,18.702576,27.3577,65.203705,21
939,10,134.03653,39.964447,86.44991,98.4126,134.15941,21
939,11,184.81508,45.26223,141.37494,146.96323,177.31839,21
939,12,237.76776,52.79943,176.2328,198.92068,226.19043,21
940,1,310.05948,108.75341,188.3333,233.10298,288.8048,21
940,2,189.43092,86.59967,105.58146,127.22431,166.76836,21
940,3,168.69623,46.281803,116.38504,123.89507,170.60278,21
940,4,63.86374,33.03277,32.79652,36.667625,57.47677,21
940,5,44.820248,23.79,19.194597,23.305971,46.638474,21
940,6,19.088425,18.789207,5.637192,6.1735277,16.284992,21
940,7,13.303076,8.0721855,6.462701,7.329583,10.995513,21
940,8,13.522882,11.288818,3.7151206,4.878024,11.949278,21
940,9,58.542747,38.501522,14.66785,22.431301,51.436436,21
940,10,96.867134,40.08451,43.50828,72.13165,93.170654,21
940,11,142.60329,58.726192,83.02829,92.28798,133.7389,21
940,12,239.00768,60.850895,185.47658,189.04305,215.75978,21
941,1,302.15082,86.73759,190.09859,227.17241,305.6332,21
941,2,216.05974,84.585976,125.546646,151.18701,212.06499,21
941,3,175.13228,56.665737,100.88012,118.835686,180.1146,21
941,4,77.2173,39.386734,29.495705,43.01898,72.41627,21
941,5,38.52838,18.052828,16.570648,23.71388,37.127045,21
941,6,16.298418,19.276522,3.3341026,5.639924,10.006096,21
941,7,10.862234,9.342614,3.9502754,5.2353287,7.188235,21
941,8,13.675187,15.554169,1.2724198,2.0182984,9.660314,21
941,9,54.307884,31.675165,15.127422,21.653118,54.175446,21
941,10,105.86857,49.016605,55.156857,74.90012,96.40127,21
941,11,157.88568,46.266357,103.71576,117.501976,148.93951,21
941,12,228.64462,61.683628,166.87871,182.96718,221.38042,21
942,1,281.73825,74.66887,170.11905,222.2337,278.38077,21
942,2,211.35919,84.01929,104.711685,123.69498,214.73526,21
942,3,153.5481,46.358685,106.58168,114.424385,154.60187,21
942,4,69.21006,32.52191,33.579254,38.896732,69.74972,21
942,5,44.866173,20.670376,21.203064,27.726597,39.726093,21
942,6,23.312613,27.262121,6.5377607,7.935068,15.120669,21
942,7,15.162429,11.246645,4.793242,6.634949,12.556485,21
942,8,17.840183,20.518108,0.74711263,1.4455154,12.060861,21
942,9,51.37136,33.564445,6.2210054,16.742043,45.097027,21
942,10,98.70315,37.49025,57.114273,70.45263,92.3901,21
942,11,134.27179,47.645844,89.510216,95.11807,122.02696,21
942,12,215.88284,51.79108,164.82782,176.08095,207.02762,21
943,1,245.1649,68.69034,176.65353,180.80742,222.448,21
943,2,183.77945,43.078465,131.58636,157.29875,176.7322,21
943,3,155.9044,60.827873,84.54655,111.03332,156.17932,21
943,4,78.313675,36.906403,38.16385,53.3562,69.3394,21
943,5,85.13381,39.935917,40.50264,51.431774,77.53279,21
943,6,29.252697,25.038685,6.3783097,8.446436,25.644722,21
943,7,23.027584,21.217794,7.0973167,10.426303,13.868072,21
943,8,26.356167,30.338211,0.11892033,1.2137012,20.351477,21
943,9,80.10484,44.710518,31.650928,42.276695,77.05638,21
943,10,137.25885,35.04656,105.31162,107.38075,124.95772,21
943,11,140.43161,52.497566,85.49688,108.14455,133.37648,21
943,12,207.1428,51.665695,154.85197,161.94414,195.46039,21
944,1,250.36565,68.6225,172.86324,198.9399,225.38983,21
944,2,180.6257,41.618053,122.386,146.90038,171.85652,21
944,3,158.21498,62.839558,91.9602,117.957924,153.62677,21
944,4,77.4149,37.812717,38.187088,49.28323,69.98633,21
944,5,87.24904,38.57994,43.174316,52.416668,74.69802,21
944,6,31.477001,26.545364,7.314546,9.491127,27.848385,21
944,7,25.286367,22.171465,10.540108,11.222971,16.03627,21
944,8,28.897898,32.513855,0.58096975,1.988061,20.005838,21
944,9,81.28593,42.96804,33.269444,38.216236,78.43039,21
944,10,136.56892,36.20997,99.257225,111.03821,127.58161,21
944,11,139.74312,49.542744,83.6019,108.05001,136.05702,21
944,12,207.33269,55.35114,146.31479,154.7078,200.14258,21
945,1,319.17477,95.35842,221.37463,227.83586,309.0845,21
945,2,216.05872,81.945244,123.887566,146.00604,213.51944,21
945,3,188.80725,57.914078,121.14384,148.36298,186.8672,21
945,4,77.36545,35.886322,35.21148,53.62529,69.31238,21
945,5,45.38574,21.612255,21.278145,26.038282,45.18302,21
945,6,15.665125,14.799337,4.1797166,5.2407293,11.847368,21
945,7,12.950381,7.7908044,6.316598,6.8777757,11.370041,21
945,8,16.39492,13.441285,4.230451,4.619537,13.356393,21
945,9,61.07265,33.797447,17.1896,34.24339,56.549404,21
945,10,130.69951,55.660385,75.871284,90.89745,121.41739,21
945,11,179.89763,40.648666,130.62172,136.28468,181.62949,21
945,12,271.07745,49.292446,209.16724,232.49007,259.6523,21
946,1,316.71933,87.262115,207.53522,241.55238,315.5022,21
946,2,221.72319,85.69268,143.00461,155.743,203.75648,21
946,3,183.50302,49.054394,129.24138,131.39098,177.87973,21
946,4,76.076126,39.039696,40.546318,46.75669,66.60589,21
946,5,47.446156,23.10508,17.875774,26.239956,45.413147,21
946,6,16.263655,18.046928,3.8298473,3.8755505,10.176616,21
946,7,13.191914,9.7623205,4.813671,6.323332,11.055986,21
946,8,15.230535,14.201049,3.1009893,3.5320883,12.013641,21
946,9,59.29067,36.525604,14.048531,30.167814,54.732124,21
946,10,130.86043,55.373596,79.452484,86.81155,130.73315,21
946,11,182.64346,43.869186,125.20457,143.06367,184.67734,21
946,12,269.70416,52.264038,214.54593,229.33655,277.70483,21
947,1,149.2758,61.892727,69.85179,84.30595,150.3135,21
947,2,123.01003,27.538244,93.19141,99.78451,124.40018,21
947,3,117.218735,43.997524,74.261116,79.459816,112.76282,21
947,4,67.50891,29.254951,27.207247,47.94243,63.68464,21
947,5,62.64615,27.013632,27.212196,35.70091,60.434883,21
947,6,29.479166,22.819805,10.7394905,11.146324,28.09889,21
947,7,29.23609,22.181265,13.070212,13.520969,24.809845,21
947,8,20.380371,18.240463,6.7272263,8.45272,16.682491,21
947,9,43.14958,24.788755,14.922507,21.80485,36.943897,21
947,10,88.80643,31.94024,48.733315,65.269485,85.18171,21
947,11,111.49747,35.513996,56.49835,89.81788,111.36738,21
947,12,149.35667,47.48995,82.9377,94.934326,150.39154,21
948,1,319.7498,97.64775,208.66681,245.85904,284.40558,21
948,2,227.3142,72.05484,159.32028,175.01488,217.72717,21
948,3,198.65306,63.776844,141.1387,153.28455,186.74896,21
948,4,88.319595,44.656887,45.725513,61.15933,77.22605,21
948,5,41.75309,20.004095,23.118446,29.129002,38.559784,21
948,6,14.783911,16.863447,4.9556828,5.289551,8.022054,21
948,7,10.905436,6.619488,5.719198,6.2424326,9.432669,21
948,8,12.695701,11.755819,2.4064126,2.8076828,9.677383,21
948,9,56.41978,33.743744,12.571632,26.440092,52.244816,21
948,10,121.72182,58.070496,78.06908,84.48855,107.144005,21
948,11,174.8861,49.355293,119.38715,131.22035,162.06631,21
948,12,261.80316,65.70473,185.4183,200.39609,262.68268,21
949,1,313.03864,109.43228,203.8732,227.16243,267.11145,21
949,2,197.47382,87.294945,107.30619,147.84,159.85739,21
949,3,178.21654,50.565037,122.71426,135.36926,187.57344,21
949,4,72.06887,32.364986,39.59195,48.09671,70.7044,21
949,5,53.98648,26.437994,23.144522,27.428923,45.348404,21
949,6,22.617147,22.648056,5.092008,6.4935455,16.317131,21
949,7,17.12966,9.653445,8.157108,9.001445,12.263467,21
949,8,18.194883,15.292576,4.5083833,5.4495683,18.362497,21
949,9,65.74244,42.373543,17.735533,22.267887,63.71619,21
949,10,107.46947,38.80048,54.478374,75.5594,101.11753,21
949,11,141.41872,49.9357,82.40015,97.62893,145.19443,21
949,12,250.00218,66.001686,184.55777,192.84651,252.63676,21
950,1,281.33835,90.34498,184.94424,209.1807,251.25604,21
950,2,193.48679,91.82033,95.23175,127.35263,174.6328,21
950,3,150.52055,45.205128,101.1656,117.63835,148.36919,21
950,4,63.663986,29.866102,30.71763,31.708591,62.705276,21
950,5,45.248344,22.38043,16.95705,25.289799,44.13867,21
950,6,19.87219,22.644419,5.3753924,6.129291,14.6540165,21
950,7,13.317713,10.114792,5.611466,6.997291,9.836533,21
950,8,15.934368,16.37781,2.2034268,2.8908439,11.838163,21
950,9,55.141376,35.074493,10.006772,18.179792,49.964596,21
950,10,94.58942,36.207752,48.668274,71.1838,91.13848,21
950,11,132.89832,48.72493,83.77209,91.610664,127.3184,21
950,12,213.30211,55.668972,158.32306,163.13748,199.34792,21
951,1,296.33383,91.29935,179.8984,231.45645,303.43298,21
951,2,205.42955,79.99185,125.588165,129.13748,181.11055,21
951,3,170.88162,48.938118,111.30077,132.99911,160.96829,21
951,4,70.21596,36.975105,31.045391,42.028595,66.26484,21
951,5,44.81907,23.707949,19.538088,22.96341,48.23268,21
951,6,18.770046,21.58374,2.3990104,5.2827573,9.755323,21
951,7,13.862074,10.471029,6.014721,7.330641,10.751768,21
951,8,14.041593,16.55139,0.4517907,1.702708,9.854645,21
951,9,52.087147,32.81282,10.405285,25.042757,42.861626,21
951,10,105.53382,45.552773,65.978516,71.16685,95.73836,21
951,11,151.9768,42.68147,106.98324,117.16753,143.40216,21
951,12,229.10059,45.14806,165.76091,188.7188,230.7295,21
952,1,134.13025,52.913,71.312355,81.24926,125.16813,21
952,2,114.987526,33.499172,77.928276,93.483955,117.466934,21
952,3,98.67689,40.698574,55.483932,71.062454,93.06302,21
952,4,69.743935,40.82108,23.835155,29.762775,72.794365,21
952,5,56.16891,27.403093,27.744976,33.136353,55.987434,21
952,6,22.963766,14.134708,8.577732,9.267109,21.341236,21
952,7,11.7479725,6.732596,5.579634,6.2918043,10.493705,21
952,8,19.106192,16.518114,8.339956,8.933077,13.0257435,21
952,9,35.821808,24.254477,10.877425,12.203094,32.534546,21
952,10,96.80845,27.72496,63.823715,65.84712,95.91971,21
952,11,127.71609,37.909527,90.70695,94.27785,126.1856,21
952,12,135.48352,44.9518,83.18449,103.48515,133.23335,21
953,1,234.22444,55.66111,160.66548,184.79973,232.08052,21
953,2,178.5929,38.915993,123.73969,154.83391,178.6022,21
953,3,151.15433,57.114323,72.70981,110.67508,142.39923,21
953,4,81.321236,38.01423,46.353374,53.10817,74.966,21
953,5,93.233536,44.278576,49.39061,55.1833,81.81021,21
953,6,43.314445,36.55172,8.234987,11.303614,35.679848,21
953,7,30.414745,21.45606,10.6915045,17.421173,22.950706,21
953,8,32.91405,35.24989,0.7532401,1.1595099,24.852993,21
953,9,87.78243,46.148872,34.945503,44.392483,88.95001,21
953,10,133.61891,39.226414,84.67939,104.72027,123.24252,21
953,11,143.9747,48.82434,97.71888,100.22349,136.09882,21
953,12,203.46384,52.603893,136.20042,168.6495,198.01476,21
954,1,240.40071,58.406677,174.60136,193.41328,226.48895,21
954,2,182.38289,43.105125,118.995026,160.74191,179.80302,21
954,3,159.15324,66.22471,74.64138,111.83664,145.17848,21
954,4,80.19855,40.335472,46.771896,50.764874,74.34554,21
954,5,81.0294,35.943207,45.43252,51.800846,68.66161,21
954,6,36.001385,31.34845,8.650833,12.570074,30.420835,21
954,7,27.154917,19.850182,10.4733515,14.221994,21.090923,21
954,8,31.15112,31.984222,3.1172252,5.2523537,18.439339,21
954,9,82.25785,44.035828,35.762657,42.483532,78.962654,21
954,10,133.42253,37.94656,80.58402,94.84713,127.035416,21
954,11,137.15543,47.219185,85.81069,102.058815,130.67337,21
954,12,195.09491,42.070366,141.01944,173.06645,201.72385,21
955,1,237.65231,67.76993,170.74527,175.5257,216.30417,21
955,2,182.09373,42.885387,129.42908,159.17354,183.07477,21
955,3,150.46204,69.06972,74.3168,100.70245,130.54068,21
955,4,82.77932,37.655117,47.724316,61.43126,75.11637,21
955,5,83.61958,40.44041,49.01976,49.29942,73.636154,21
955,6,41.484707,38.851505,9.969356,11.9444,26.983753,21
955,7,29.91561,20.482824,10.89793,12.799996,26.43591,21
955,8,32.32071,31.761726,2.1066036,4.638674,23.490051,21
955,9,81.838844,41.19565,33.54615,44.495033,80.631615,21
955,10,128.34113,43.26458,81.30913,82.712616,124.30745,21
955,11,137.23466,45.905045,91.28589,100.77967,123.864136,21
955,12,186.07814,40.590027,130.14212,166.92014,186.70886,21
956,1,228.34929,60.85804,150.71652,179.4216,221.75021,21
956,2,177.39717,43.352043,105.44197,154.9209,182.24138,21
956,3,147.53793,61.05795,83.11197,104.203896,128.10654,21
956,4,82.706985,39.126892,52.824425,55.077255,75.74251,21
956,5,94.78801,50.10054,52.983276,57.172035,86.71348,21
956,6,46.49197,42.673393,7.649576,9.409022,36.288277,21
956,7,31.185919,22.538631,9.292709,12.10175,26.675077,21
956,8,33.51076,37.141155,0.0,0.67586315,23.611794,21
956,9,86.24815,48.19931,34.002743,43.457626,85.61941,21
956,10,133.22488,43.705044,78.74076,93.13441,122.65644,21
956,11,143.78697,49.10753,95.920746,102.99001,134.3789,21
956,12,191.72961,46.70471,126.24502,163.56638,191.92816,21
957,1,268.43677,91.38473,160.83282,199.86316,237.21434,21
957,2,192.82033,79.14128,126.29108,140.85107,183.19139,21
957,3,149.63,43.982525,100.044075,112.499435,148.04329,21
957,4,67.674995,32.901405,36.243927,41.113743,63.946167,21
957,5,56.9464,25.99517,22.17798,33.596333,48.10632,21
957,6,24.206247,27.26986,5.9575133,7.5119467,16.16637,21
957,7,16.574196,11.070855,7.185086,8.040392,11.767704,21
957,8,20.142252,19.333994,2.9659677,3.4600744,16.145334,21
957,9,63.450592,40.03052,11.587677,26.387857,64.48334,21
957,10,105.53158,35.443367,61.002583,77.767654,105.23041,21
957,11,131.9374,47.478054,85.76876,96.68321,120.08348,21
957,12,202.39787,50.725918,149.3884,156.44351,203.00204,21
958,1,251.00311,80.322784,161.5184,172.34459,232.83961,21
958,2,187.14035,69.43347,104.26717,133.45454,188.08762,21
958,3,141.3991,45.05753,84.265366,106.76277,132.69746,21
958,4,65.77009,32.20713,28.478214,36.755577,63.288956,21
958,5,53.350616,24.155273,25.155848,35.81687,52.04395,21
958,6,31.732338,30.053593,10.572393,13.4525795,20.518152,21
958,7,20.71218,14.374646,7.3878813,9.751071,16.218672,21
958,8,20.251566,20.062418,1.4507589,1.7990116,15.11661,21
958,9,57.297775,35.239777,8.330329,18.407703,56.48743,21
958,10,106.13801,38.2849,49.30932,83.92668,104.01637,21
958,11,117.61443,42.091274,74.78874,82.83802,114.1183,21
958,12,188.04057,40.851707,150.57751,156.67679,187.78214,21
959,1,301.7824,106.36326,179.70993,213.53424,294.40723,21
959,2,197.78534,68.69121,114.036,136.48738,202.5781,21
959,3,188.24814,47.63678,128.82896,133.46404,194.46153,21
959,4,64.5002,30.480167,30.852541,40.133896,63.36566,21
959,5,38.91655,19.387705,17.871862,23.51772,34.68184,21
959,6,16.566479,11.764572,5.51418,7.1547685,12.9675865,21
959,7,12.928373,6.1987596,5.5976276,7.349896,11.147141,21
959,8,17.645517,11.188788,6.9852595,7.649591,15.66617,21
959,9,63.572247,31.32039,27.62667,35.950523,63.96854,21
959,10,121.83274,33.751896,80.87336,96.03975,120.231964,21
959,11,191.81381,46.780636,137.41795,145.22945,187.46297,21
959,12,279.80542,57.555294,231.06638,243.88675,261.54053,21
960,1,287.31348,82.394806,204.98824,212.9255,272.59164,21
960,2,205.36493,74.95446,116.21744,131.22186,215.81151,21
960,3,182.00551,49.30464,132.9691,147.06218,173.94528,21
960,4,67.10348,32.40123,29.205294,39.270676,63.675674,21
960,5,50.999245,22.561306,24.441803,28.431381,46.047047,21
960,6,22.342344,19.249983,6.335253,7.3666234,14.784688,21
960,7,20.301863,11.66929,6.808421,12.488291,17.317717,21
960,8,23.00294,16.032661,7.6853223,8.789957,17.771832,21
960,9,68.51431,36.77497,22.51685,43.006966,65.005394,21
960,10,129.38614,40.239548,79.20239,102.391464,116.84082,21
960,11,169.696,45.42676,107.62389,128.34534,178.10327,21
960,12,249.54665,46.532394,211.23175,217.42694,245.33704,21
961,1,278.23077,73.35578,203.02325,210.22842,261.6557,21
961,2,210.7556,58.458103,139.1745,178.14148,202.35463,21
961,3,181.4215,57.222176,122.87681,130.0526,189.87976,21
961,4,83.911896,32.69648,41.90381,57.781086,84.31007,21
961,5,60.4096,25.33279,32.09622,39.55511,60.72647,21
961,6,22.56553,21.825266,4.6207395,6.5378795,16.050282,21
961,7,18.905281,13.780266,7.6991267,9.069531,13.373077,21
961,8,23.087141,20.83721,6.031962,6.5067883,14.261552,21
961,9,72.81232,38.53762,25.222214,40.97083,66.201904,21
961,10,133.35269,37.389355,97.34067,107.16412,130.36977,21
961,11,175.41096,48.063255,130.4764,142.11804,169.8663,21
961,12,220.49437,50.59125,157.75578,187.05865,214.1953,21
962,1,239.3164,72.31485,157.43224,167.99548,241.76187,21
962,2,168.49911,66.59022,99.56851,117.43038,171.68365,21
962,3,139.64539,51.19267,66.54774,105.8212,149.6733,21
962,4,72.77738,37.336544,35.43305,45.724903,61.669247,21
962,5,66.81193,31.920107,33.12617,36.72211,59.890522,21
962,6,28.282553,25.61208,8.169213,9.291856,18.52969,21
962,7,20.043142,14.961608,6.632002,6.972498,16.974009,21
962,8,30.336876,29.21645,6.6547346,6.669661,18.071377,21
962,9,62.34014,36.223595,16.784111,25.740679,68.22147,21
962,10,110.41786,37.96083,52.172276,76.57006,114.75549,21
962,11,131.85754,51.75209,81.53192,95.47112,127.72254,21
962,12,174.90718,51.99812,96.22664,128.4485,178.07855,21
963,1,281.17175,92.46759,201.23682,220.67441,271.51984,21
963,2,218.69975,90.09666,113.18356,138.13148,214.34756,21
963,3,159.46948,48.281513,108.19905,125.786736,153.73148,21
963,4,65.45513,33.695583,27.992495,36.608425,67.11723,21
963,5,47.55159,24.074305,19.624992,30.11147,48.718147,21
963,6,23.177382,27.68952,4.6259804,6.994015,11.513659,21
963,7,16.73169,12.261055,6.194925,7.222053,14.550739,21
963,8,17.260502,20.545626,0.23538224,0.5256972,12.563213,21
963,9,57.17362,37.21855,19.031513,23.889175,45.04236,21
963,10,108.289925,47.93239,63.5107,75.63503,94.84635,21
963,11,147.98996,51.067448,100.424385,109.54802,131.11322,21
963,12,226.99454,51.506508,169.39359,184.05923,226.25677,21
964,1,302.26294,81.81264,197.13535,239.92566,285.71915,21
964,2,220.43474,83.62097,132.19238,144.67729,215.7957,21
964,3,180.37991,52.675842,136.07889,146.85481,168.75848,21
964,4,71.387856,36.178783,40.698013,51.893425,62.4746,21
964,5,55.531242,25.35499,22.854008,28.831915,61.15069,21
964,6,22.5002,25.47312,4.2325897,7.1470814,11.746685,21
964,7,15.2904005,12.177636,4.078962,5.7549415,14.061039,21
964,8,20.556454,19.00466,5.2471886,5.4800377,14.800063,21
964,9,64.76066,39.31577,17.247587,30.54859,53.549873,21
964,10,131.11653,51.624107,73.98776,90.97,120.49164,21
964,11,174.80307,46.34982,117.45917,124.65071,167.67868,21
964,12,254.43416,47.003716,204.52257,231.60042,264.33536,21
965,1,150.5714,55.786667,78.1333,94.97146,148.2953,21
965,2,125.90023,29.588833,84.18708,105.11567,114.37383,21
965,3,118.45387,46.062084,73.47613,82.7942,110.456696,21
965,4,81.41108,37.23118,29.532019,54.24829,83.73603,21
965,5,70.69948,28.685057,36.61045,39.00218,74.12295,21
965,6,35.4275,19.750887,12.377522,14.655616,33.76541,21
965,7,26.815502,13.4786,15.256382,15.367217,24.087069,21
965,8,23.388323,22.837698,8.213761,10.135898,14.728777,21
965,9,46.29585,25.87495,19.06457,26.982815,43.14162,21
965,10,103.008675,32.559483,64.87648,78.38951,98.57031,21
965,11,135.61389,35.534206,86.861015,109.033325,142.01828,21
965,12,155.90471,40.026356,106.624954,130.76033,152.42175,21
966,1,285.4733,89.370834,204.77031,219.81993,267.51184,21
966,2,219.7994,91.56772,124.01695,141.08763,188.55115,21
966,3,162.5473,44.85521,119.4334,128.81161,155.38971,21
966,4,64.466156,35.17554,27.279444,35.481926,58.923943,21
966,5,51.167305,25.401672,20.66318,26.529446,50.31818,21
966,6,22.921816,28.019335,3.8571396,5.731248,11.311361,21
966,7,16.347733,14.453131,5.6483097,6.43154,13.709923,21
966,8,17.60371,19.248299,0.14428844,1.5084757,13.681973,21
966,9,57.787907,37.02467,16.238503,29.025928,47.94694,21
966,10,113.85864,40.01701,67.215485,75.88862,103.05718,21
966,11,159.51976,59.170773,96.19488,114.65356,155.89906,21
966,12,231.11784,45.131786,176.68025,198.55821,236.49063,21
967,1,279.59787,75.851974,206.16293,213.14888,282.07083,21
967,2,218.44002,92.54532,128.08025,145.73584,189.98123,21
967,3,166.2514,51.366318,117.58561,135.42929,165.3967,21
967,4,64.781204,31.13419,28.529215,40.444958,66.80452,21
967,5,51.29726,24.397308,20.153776,31.017063,51.511955,21
967,6,23.760769,26.794765,6.2648044,8.794478,14.929827,21
967,7,19.862173,15.957658,6.489359,7.8565445,16.12211,21
967,8,20.217457,20.595032,2.0206358,2.4265695,13.373627,21
967,9,57.648617,35.98938,13.991276,28.973265,47.665253,21
967,10,116.46917,37.65792,64.68536,88.88527,109.486565,21
967,11,152.93962,55.934624,88.89711,108.7667,152.1778,21
967,12,227.88574,42.104965,193.13214,200.57613,225.3685,21
968,1,251.02109,66.16164,183.69185,193.8633,236.39514,21
968,2,191.7627,48.092617,127.12957,166.4621,186.68811,21
968,3,161.38152,56.955402,80.66944,107.25348,158.3639,21
968,4,76.982445,32.737476,33.08143,50.891697,71.39909,21
968,5,72.12636,34.47646,33.095592,38.446896,63.825287,21
968,6,28.097633,25.793695,7.374833,8.398578,20.996733,21
968,7,23.597563,17.841604,10.264579,11.691898,17.154673,21
968,8,26.749622,26.830622,4.5366106,4.881204,19.192438,21
968,9,76.57177,39.20189,30.773048,47.23275,69.02506,21
968,10,128.0609,35.365387,86.545616,95.359024,131.39859,21
968,11,142.54375,44.221313,105.18064,109.02648,134.17668,21
968,12,200.13968,45.636703,133.07932,180.19675,192.25424,21
969,1,240.11337,74.14457,160.41653,170.01395,239.63013,21
969,2,177.45563,59.536873,118.3287,141.43512,173.4687,21
969,3,137.16995,43.16945,79.91893,104.87705,137.28523,21
969,4,69.11712,35.72465,20.235935,42.60224,73.58489,21
969,5,64.53405,29.769276,37.29358,42.906837,54.33191,21
969,6,38.78704,35.436966,14.205248,16.268814,25.558378,21
969,7,23.253683,17.321335,5.397069,8.589144,17.032373,21
969,8,25.565983,23.228245,3.3342307,4.014712,18.283192,21
969,9,60.879997,33.58848,19.444412,29.828838,62.103878,21
969,10,111.65243,38.85832,50.9957,76.112976,118.45648,21
969,11,119.8264,40.8663,72.8404,77.89876,117.4087,21
969,12,175.08087,45.305027,124.34452,147.08658,177.73083,21
970,1,191.87982,85.13729,91.23542,119.65384,180.13496,21
970,2,125.80018,53.144966,45.5361,91.85344,124.948235,21
970,3,108.26167,40.143856,61.370956,79.43362,109.63752,21
970,4,56.463768,27.969084,22.842941,29.439129,58.191597,21
970,5,37.66335,18.643824,19.947266,22.513102,32.246964,21
970,6,21.495499,17.455921,7.100024,7.175265,15.583557,21
970,7,18.430685,7.517446,8.923052,9.450982,18.193296,21
970,8,26.920567,14.870774,17.209541,17.734756,22.433794,21
970,9,51.942806,27.862328,20.504406,24.662405,51.573734,21
970,10,95.52489,31.953686,65.002686,69.10062,92.44696,21
970,11,173.30843,53.052437,103.63008,126.16258,178.16638,21
970,12,206.45828,56.653004,145.46881,162.61871,207.26315,21
971,1,260.63663,106.46051,126.690994,170.46635,243.176,21
971,2,150.71526,58.690147,73.17024,109.095634,149.40157,21
971,3,158.78708,50.501335,94.636505,109.6467,164.53372,21
971,4,84.16588,29.680307,49.868637,60.116817,81.05459,21
971,5,48.341206,16.58674,31.400574,33.66252,47.292603,21
971,6,26.497541,14.046107,12.681499,13.718671,21.780657,21
971,7,25.962502,10.479141,13.200108,14.712187,26.669207,21
971,8,26.50814,11.415218,16.859728,19.35785,22.990025,21
971,9,66.962135,34.68909,28.268188,38.013676,67.13825,21
971,10,112.986946,34.156654,80.43874,87.0592,103.71917,21
971,11,208.3905,49.503582,147.33696,182.08618,203.9768,21
971,12,268.55945,60.88762,208.6622,224.12404,261.1771,21
972,1,231.71289,75.7098,138.25398,157.55223,218.13774,21
972,2,178.00671,53.471634,92.39193,145.91595,184.69296,21
972,3,141.25847,53.41397,76.91287,104.78371,123.39578,21
972,4,81.20208,37.317924,33.693737,57.82438,78.53977,21
972,5,90.45723,51.48263,44.902653,52.873817,76.652275,21
972,6,50.09689,46.338814,12.089056,20.143934,39.280056,21
972,7,28.727522,24.210545,7.565558,12.664986,22.190666,21
972,8,31.056381,32.52311,0.93818164,1.5853152,23.734173,21
972,9,84.81571,47.958652,23.742147,47.90603,77.69679,21
972,10,129.72023,50.639877,82.16791,89.76929,125.32103,21
972,11,139.05408,46.4018,87.767815,96.76943,130.97318,21
972,12,180.3049,44.181812,125.36971,152.66081,178.4439,21
973,1,208.53542,63.378094,128.76161,147.0558,209.39688,21
973,2,167.52557,45.546803,89.29242,139.6962,170.37643,21
973,3,138.13113,45.58824,90.31263,106.53649,133.29604,21
973,4,81.96212,34.445656,45.05703,55.20743,82.539505,21
973,5,98.00406,50.666252,53.83074,61.355305,78.46739,21
973,6,52.028988,43.526802,12.526587,19.747004,49.2926,21
973,7,34.675644,24.579258,12.807588,15.30068,27.938946,21
973,8,35.823994,38.510544,2.668608,3.5193424,23.708431,21
973,9,93.24277,49.593803,38.657635,47.513763,95.46706,21
973,10,127.46225,44.73528,86.46752,94.1831,114.15014,21
973,11,145.35992,43.927765,103.31005,114.36027,139.90508,21
973,12,180.2944,40.37947,128.35056,161.69824,177.21092,21
974,1,267.3295,101.40862,144.74554,177.41454,246.1356,21
974,2,156.55922,64.548706,54.90933,107.27827,162.17276,21
974,3,166.69228,52.33697,87.14169,116.06552,166.19296,21
974,4,73.8558,38.681988,36.506485,47.34661,64.211044,21
974,5,35.665447,16.767445,16.404488,16.887352,35.40997,21
974,6,16.306274,11.460374,5.614027,6.778325,12.063343,21
974,7,14.843758,5.8293576,8.795533,10.038767,13.301767,21
974,8,18.41959,11.182427,9.226051,10.042984,14.510833,21
974,9,56.984417,30.336174,18.775011,28.139112,56.59273,21
974,10,114.67547,33.76973,76.40529,80.09971,106.62308,21
974,11,206.9571,50.195477,162.16403,174.69565,207.85522,21
974,12,278.9392,83.809425,188.62177,231.23582,247.87964,21
975,1,238.50656,95.285126,136.31534,142.24352,223.84409,21
975,2,137.92139,54.90305,58.105827,89.88213,132.91756,21
975,3,144.37859,52.405174,71.271324,94.34831,146.40889,21
975,4,69.550606,32.090992,39.688793,47.659126,62.089973,21
975,5,36.419403,17.482618,17.041464,21.26858,34.107162,21
975,6,18.214193,11.528984,6.3764873,7.706984,16.285408,21
975,7,18.706718,7.5688524,9.876137,10.885637,17.271294,21
975,8,20.249699,10.960323,11.201663,12.218832,14.861454,21
975,9,56.55317,31.003775,17.099213,27.247353,58.78947,21
975,10,103.64186,33.679886,73.00508,74.13081,99.608055,21
975,11,188.54865,44.08509,123.75695,157.60132,189.3599,21
975,12,251.3588,66.79552,184.50218,206.35426,243.79585,21
976,1,226.92236,96.33507,119.060715,149.24422,199.7669,21
976,2,135.39705,57.03356,58.705032,87.878654,144.49733,21
976,3,153.80406,61.39819,74.13895,106.47337,153.69228,21
976,4,78.77159,38.775856,36.523727,45.796448,78.01378,21
976,5,37.140694,16.940733,20.475315,23.862814,32.430656,21
976,6,18.93954,13.644381,6.471739,8.30489,14.181068,21
